ano,mes,sigla_uf,ano_atualizacao,mes_atualizacao,id_municipio,id_municipio_6,id_regiao_saude,id_microrregiao_saude,id_distrito_sanitario,id_distrito_administrativo,cep,id_estabelecimento_cnes,tipo_pessoa,cpf_cnpj,tipo_grau_dependencia,cnpj_mantenedora,tipo_retencao_tributos_mantenedora,indicador_vinculo_sus,tipo_gestao,tipo_esfera_administrativa,tipo_retencao_tributos,tipo_atividade_ensino_pesquisa,tipo_natureza_administrativa,id_natureza_juridica,tipo_fluxo_atendimento,tipo_unidade,tipo_turno,tipo_nivel_hierarquia,tipo_prestador,banco,agencia,conta_corrente,id_contrato_municipio_sus,data_publicacao_contrato_municipal,data_publicacao_contrato_estadual,id_contrato_estado_sus,numero_alvara,data_expedicao_alvara,tipo_orgao_expedidor,tipo_avaliacao_acreditacao_hospitalar,tipo_classificacao_acreditacao_hospitalar,ano_avaliacao_pnass,mes_avaliacao_pnass,indicador_atencao_ambulatorial,indicador_gestao_basica_ambulatorial_estadual,indicador_gestao_basica_ambulatorial_municipal,indicador_gestao_media_ambulatorial_estadual,indicador_gestao_media_ambulatorial_municipal,indicador_gestao_alta_ambulatorial_estadual,indicador_gestao_alta_ambulatorial_municipal,indicador_atencao_hospitalar,indicador_gestao_media_hospitalar_estadual,indicador_gestao_media_hospitalar_municipal,indicador_gestao_alta_hospitalar_estadual,indicador_gestao_alta_hospitalar_municipal,indicador_gestao_hospitalar_estadual,indicador_gestao_hospitalar_municipal,indicador_leito_hospitalar,quantidade_leito_cirurgico,quantidade_leito_clinico,quantidade_leito_complementar,quantidade_leito_repouso_pediatrico_urgencia,quantidade_leito_repouso_feminino_urgencia,quantidade_leito_repouso_masculino_urgencia,quantidade_leito_repouso_indiferenciado_urgencia,indicador_instalacao_urgencia,quantidade_consultorio_pediatrico_urgencia,quantidade_consultorio_feminino_urgencia,quantidade_consultorio_masculino_urgencia,quantidade_consultorio_indiferenciado_urgencia,quantidade_consultorio_odontologia_urgencia,quantidade_sala_repouso_pediatrico_urgencia,quantidade_sala_repouso_feminino_urgencia,quantidade_sala_repouso_masculino_urgencia,quantidade_sala_repouso_indiferenciado_urgencia,quantidade_equipos_odontologia_urgencia,quantidade_sala_higienizacao_urgencia,quantidade_sala_gesso_urgencia,quantidade_sala_curativo_urgencia,quantidade_sala_pequena_cirurgia_urgencia,quantidade_consultorio_medico_urgencia,indicador_instalacao_ambulatorial,quantidade_consultorio_clinica_basica_ambulatorial,quantidade_consultorio_clinica_especializada_ambulatorial,quantidade_consultorio_clinica_indiferenciada_ambulatorial,quantidade_consultorio_nao_medico_ambulatorial,quantidade_sala_repouso_feminino_ambulatorial,quantidade_leito_repouso_feminino_ambulatorial,quantidade_sala_repouso_masculino_ambulatorial,quantidade_leito_repouso_masculino_ambulatorial,quantidade_sala_repouso_pediatrico_ambulatorial,quantidade_leito_repouso_pediatrico_ambulatorial,quantidade_sala_repouso_indiferenciado_ambulatorial,quantidade_leito_repouso_indiferenciado_ambulatorial,quantidade_consultorio_odontologia_ambulatorial,quantidade_equipos_odontologia_ambulatorial,quantidade_sala_pequena_cirurgia_ambulatorial,quantidade_sala_enfermagem_ambulatorial,quantidade_sala_imunizacao_ambulatorial,quantidade_sala_nebulizacao_ambulatorial,quantidade_sala_gesso_ambulatorial,quantidade_sala_curativo_ambulatorial,quantidade_sala_cirurgia_ambulatorial,indicador_instalacao_hospitalar,indicador_instalacao_hospitalar_centro_cirurgico,quantidade_sala_cirurgia_centro_cirurgico,quantidade_sala_recuperacao_centro_cirurgico,quantidade_leito_recuperacao_centro_cirurgico,quantidade_sala_cirurgia_ambulatorial_centro_cirurgico,indicador_instalacao_hospitalar_centro_obstetrico,quantidade_sala_pre_parto_centro_obstetrico,quantidade_leito_pre_parto_centro_obstetrico,quantidade_sala_parto_normal_centro_obstetrico,quantidade_sala_curetagem_centro_obstetrico,quantidade_sala_cirurgia_centro_obstetrico,indicador_instalacao_hospitalar_neonatal,quantidade_leito_recem_nascido_normal_neonatal,quantidade_leito_recem_nascido_patologico_neonatal,quantidade_leito_conjunto_neonatal,indicador_servico_apoio,indicador_servico_same_spp_proprio,indicador_servico_same_spp_terceirizado,indicador_servico_social_proprio,indicador_servico_social_terceirizado,indicador_servico_farmacia_proprio,indicador_servico_farmacia_terceirizado,indicador_servico_esterilizacao_proprio,indicador_servico_esterilizacao_terceirizado,indicador_servico_nutricao_proprio,indicador_servico_nutricao_terceirizado,indicador_servico_lactario_proprio,indicador_servico_lactario_terceirizado,indicador_servico_banco_leite_proprio,indicador_servico_banco_leite_terceirizado,indicador_servico_lavanderia_proprio,indicador_servico_lavanderia_terceirizado,indicador_servico_manutencao_proprio,indicador_servico_manutencao_terceirizado,indicador_servico_ambulancia_proprio,indicador_servico_ambulancia_terceirizado,indicador_servico_necroterio_proprio,indicador_servico_necroterio_terceirizado,indicador_coleta_residuo,indicador_coleta_residuo_biologico,indicador_coleta_residuo_quimico,indicador_coleta_rejeito_radioativo,indicador_coleta_rejeito_comum,indicador_comissao,indicador_comissao_etica_medica,indicador_comissao_etica_enfermagem,indicador_comissao_farmacia_terapeutica,indicador_comissao_controle_infeccao,indicador_comissao_apropriacao_custos,indicador_comissao_cipa,indicador_comissao_revisao_prontuario,indicador_comissao_revisao_documentacao,indicador_comissao_analise_obito_biopisias,indicador_comissao_investigacao_epidemiologica,indicador_comissao_notificacao_doencas,indicador_comissao_zoonose_vetores,indicador_atendimento_prestado,indicador_atendimento_internacao_sus,indicador_atendimento_internacao_particular,indicador_atendimento_internacao_plano_seguro_proprio,indicador_atendimento_internacao_plano_seguro_terceiro,indicador_atendimento_internacao_plano_saude_publico,indicador_atendimento_internacao_plano_saude_privado,indicador_atendimento_ambulatorial_sus,indicador_atendimento_ambulatorial_particular,indicador_atendimento_ambulatorial_plano_seguro_proprio,indicador_atendimento_ambulatorial_plano_seguro_terceiro,indicador_atendimento_ambulatorial_plano_saude_publico,indicador_atendimento_ambulatorial_plano_saude_privado,indicador_atendimento_sadt_sus,indicador_atendimento_sadt_privado,indicador_atendimento_sadt_plano_seguro_proprio,indicador_atendimento_sadt_plano_seguro_terceiro,indicador_atendimento_sadt_plano_saude_publico,indicador_atendimento_sadt_plano_saude_privado,indicador_atendimento_urgencia_sus,indicador_atendimento_urgencia_privado,indicador_atendimento_urgencia_plano_seguro_proprio,indicador_atendimento_urgencia_plano_seguro_terceiro,indicador_atendimento_urgencia_plano_saude_publico,indicador_atendimento_urgencia_plano_saude_privado,indicador_atendimento_outros_sus,indicador_atendimento_outros_privado,indicador_atendimento_outros_plano_seguro_proprio,indicador_atendimento_outros_plano_seguro_terceiro,indicador_atendimento_outros_plano_saude_publico,indicador_atendimento_outros_plano_saude_privado,indicador_atendimento_vigilancia_sus,indicador_atendimento_vigilancia_privado,indicador_atendimento_vigilancia_plano_seguro_proprio,indicador_atendimento_vigilancia_plano_seguro_terceiro,indicador_atendimento_vigilancia_plano_saude_publico,indicador_atendimento_vigilancia_plano_saude_privado,indicador_atendimento_regulacao_sus,indicador_atendimento_regulacao_privado,indicador_atendimento_regulacao_plano_seguro_proprio,indicador_atendimento_regulacao_plano_seguro_terceiro,indicador_atendimento_regulacao_plano_saude_publico,indicador_atendimento_regulacao_plano_saude_privado
2013,2,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,9,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,7,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,MG,2014,8,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,MG,2011,3,3145901,314590,,,,,36420000,2207257,3,17392002000176,1,,,0,M,4,14,4,7,2062,3,22,4,2,20,,,,,,,,185/10,2010-06-13,2,2,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
